ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-958551,Source2,2,2021-07-27T07:39:06Z,2021-07-27T08:53:53Z,38.71439,-76.878021,,,0,Accident on MD-5 Branch Ave at Moores Rd.,Branch Ave,Brandywine,Prince George's,MD,20613,US,US/Eastern,KADW,2021-07-27T07:56:00Z,75,75,98,29.68,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3199364,Source2,3,2017-11-21T07:53:40Z,2017-11-21T08:38:28Z,37.808498,-122.366852,,,0,Accident on I-80 Westbound at Exit 4A Treasure Is.,San Francisco-Oakland Bay Brg E,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-11-21T07:53:00Z,54,,90,30.17,10,East,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2545794,Source2,2,2018-10-26T17:48:09Z,2018-10-26T18:18:02Z,37.649235,-77.547234,,,0,Accident on Hungary Rd at Francistown Rd.,Hungary Rd,Glen Allen,Henrico,VA,23060,US,US/Eastern,KOFP,2018-10-26T17:54:00Z,48.9,,97,29.89,3,ENE,8.1,0.09,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-335952,Source2,2,2017-02-03T20:22:29Z,2017-02-03T21:07:14Z,47.7323,-122.334251,,,0.01,Accident on 143rd St at Meridian Ave.,Meridian Ave N,Seattle,King,WA,98133-7230,US,US/Pacific,KPAE,2017-02-03T19:53:00Z,36,30.3,97,29.43,8,East,6.9,0.01,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-233424,Source2,2,2016-12-29T14:34:33Z,2016-12-29T15:04:19Z,40.109821,-75.271919,,,0.01,Accident on Butler Pike at Village Way.,Village Way,Plymouth Meeting,Montgomery,PA,19462-1241,US,US/Eastern,KLOM,2016-12-29T14:35:00Z,41,38,93,29.58,10,West,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5303227,Source1,2,2022-04-02T15:33:00Z,2022-04-02T17:38:03Z,34.183326959447,-118.315984010132,34.178676959447,-118.310944010132,0.432,Accident on Burbank Blvd (I-5) from Olive Ave/Verdugo Ave (I-5) to Golden State Fwy S - I-5 S.,I-5,Burbank,Los Angeles,CA,91502,US,US/Pacific,KBUR,2022-04-02T15:53:00Z,66,66,59,29.14,10,S,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-524755,Source2,2,2022-08-27T11:01:17Z,2022-08-27T11:46:05Z,34.066795,-117.445168,,,0,Crash on I-10 Eastbound at Exit 63 Citrus Ave.,I-10 E,Fontana,San Bernardino,CA,92335,US,US/Pacific,KONT,2022-08-27T10:53:00Z,80,80,50,28.87,10,WSW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4363090,Source1,2,2022-07-20T15:16:00Z,2022-07-20T16:31:22Z,28.316794,-81.545183,28.315406,-81.54585,0.104,Incident on CELEBRATION AVE near STARLING DR Drive with caution.,Lake Evalyn Dr,Kissimmee,Osceola,FL,34747,US,US/Eastern,KISM,2022-07-20T14:56:00Z,92,92,58,29.95,10,S,10,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7240885,Source1,3,2020-01-28T07:52:05Z,2020-01-28T08:20:56Z,32.90154,-96.8979,32.91288,-96.89765,0.784,At I-635/Exit 440 - Accident. Two lanes blocked.,Stemmons Fwy N,Dallas,Dallas,TX,75229,US,US/Central,KDAL,2020-01-28T07:53:00Z,52,52,89,29.34,7,SE,15,0.01,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-912271,Source2,2,2021-09-06T13:39:25Z,2021-09-06T14:09:07Z,26.75378,-81.064201,,,0,Lane blocked due to accident on US-27 Eastbound at Flaghole Rd.,W US Highway 27,Clewiston,Hendry,FL,33440,US,US/Eastern,KOBE,2021-09-06T13:35:00Z,88,,55,29.95,10,"",,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-374931,Source2,3,2017-03-21T04:00:48Z,2017-03-21T04:30:35Z,40.734058,-73.86451,,,0.01,Accident on I-495 Long Island Expy Westbound at Exit 19 Junction Blvd.,Junction Blvd,Elmhurst,Queens,NY,11373,US,US/Eastern,KLGA,2017-03-21T03:51:00Z,46,40.6,44,29.93,10,WNW,11.5,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-2144508,Source2,3,2019-04-02T13:46:25Z,2019-04-02T15:26:41Z,34.002026,-117.351608,,,0,Accident on I-215 Southbound near Exit 35 Interchange Dr.,I-215 S,Riverside,Riverside,CA,92501,US,US/Pacific,KRAL,2019-04-02T13:53:00Z,71,71,51,29.04,10,W,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3002070,Source2,3,2018-02-09T03:13:41Z,2018-02-09T03:43:22Z,40.670273,-89.573761,,,0,Accident on I-74 Westbound at IL-116.,N Main St,East Peoria,Tazewell,IL,61611,US,US/Central,KPIA,2018-02-09T02:54:00Z,34,25.5,82,30.11,7,South,11.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1195797,Source2,3,2021-01-13T17:02:06Z,2021-01-13T18:17:41Z,41.924797,-87.682793,,,0,Lane blocked due to accident on I-90 Kennedy Expy Eastbound at Exit 47A Fullerton Ave.,Kennedy Fullerton Rd,Chicago,Cook,IL,60647,US,US/Central,KMDW,2021-01-13T16:53:00Z,39,31,67,29.09,10,WSW,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-6452504,Source1,2,2021-02-26T06:23:00Z,2021-02-26T19:35:28Z,26.149984,-80.168475,26.125445,-80.169374,1.696,Slow traffic on I-95 S from FL-816/NW 31st St/Exit 31 (I-95) to FL-842/Broward Blvd/Exit 27 (I-95) due to accident.,I-95 S,Fort Lauderdale,Broward,FL,33311,US,US/Eastern,KFXE,2021-02-26T06:53:00Z,70,70,93,30.11,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-6016141,Source1,2,2021-03-15T06:57:00Z,2021-03-15T08:35:09Z,40.878379,-80.329195,40.881749,-80.331226,0.256,Incident on PA-18 EB near CEMEX INC Expect long delays.,State Route 18,Wampum,Lawrence,PA,16157-3920,US,US/Eastern,KBVI,2021-03-15T06:55:00Z,21,15,64,28.99,10,NNE,5,,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-6157374,Source1,2,2021-04-14T13:51:30Z,2021-04-14T16:35:00Z,25.7076108454432,-80.158084630584,25.6993408454432,-80.162254630584,0.628,Stationary traffic on FL-913 from Rickenbacker Cswy (Crandon Blvd/FL-913) to Harbor Dr (Crandon Blvd/FL-913) due to accident.,Crandon Blvd,Key Biscayne,Miami-Dade,FL,33149,US,US/Eastern,KMIA,2021-04-14T13:53:00Z,82,82,52,30.08,10,E,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-309759,Source2,3,2016-11-16T10:41:13Z,2016-11-16T11:10:45Z,47.607258,-122.330215,,,0.01,Left collector-distributor lane blocked due to accident on I-5 Northbound at Madison St.,Madison St,Seattle,King,WA,98104,US,US/Pacific,KBFI,2016-11-16T10:53:00Z,46.9,,86,30.04,10,South,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6583216,Source1,2,2020-12-09T14:53:00Z,2020-12-10T01:58:50Z,25.706561,-80.285439,25.70781,-80.285074,0.089,Slow traffic on US-1 N - FL-5 from Madruga Ave to Yumuri St due to accident.,SW 57th Ave,South Miami,Miami-Dade,FL,33143-3630,US,US/Eastern,KMIA,2020-12-09T14:53:00Z,64,64,40,30.14,10,NNW,7,0,Fair,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2266667,Source2,3,2019-02-06T08:21:15Z,2019-02-06T08:51:07Z,42.945465,-78.908531,,,0,Accident on I-190 Northbound at Exit 14 NY-266 Niagara St.,I-190 S,Buffalo,Erie,NY,14207,US,US/Eastern,KBUF,2019-02-06T08:10:00Z,27,13.2,85,30.04,10,NE,20.7,0,Light Freezing Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6741347,Source1,2,2020-09-29T12:40:30Z,2020-09-30T02:47:00Z,40.835132,-73.866582,40.842344,-73.889317,1.289,Slow traffic on I-95 from White Plains Rd/Exit 5 (I-95) to 3rd Ave/Exit 3 (I-95) due to accident.,Cross Bronx Expy W,Bronx,Bronx,NY,10460,US,US/Eastern,KLGA,2020-09-29T12:38:00Z,73,73,84,29.84,5,S,14,0.04,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4020363,Source1,2,2022-03-24T13:55:30Z,2022-03-24T16:02:00Z,39.466513,-76.661732,39.450787,-76.639988,1.589,Stationary traffic on I-83 S from Shawan Rd/Exit 20 (I-83) to Timonium Rd/Exit 16 (I-83) due to accident.,I-83 S,Cockeysville,Baltimore County,MD,21030,US,US/Eastern,KDMH,,,,,,,"",,,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2634088,Source2,2,2018-08-08T08:23:14Z,2018-08-08T08:53:03Z,36.140556,-95.940361,,,0,Accident on Harvard Ave at 15th St.,E 15th St,Tulsa,Tulsa,OK,74104-5249,US,US/Central,KTUL,2018-08-08T08:53:00Z,73,,90,29.99,10,SW,3.5,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-4124742,Source1,2,2022-04-22T18:15:13Z,2022-04-22T20:17:10Z,32.935715,-80.04387,32.935142,-80.046257,0.144,Slow traffic from US-52/US-78/Rivers Ave (Ashley Phosphate Rd) to I-26 (Ashley Phosphate Rd) due to accident.,Ashley Phosphate Rd,North Charleston,Charleston,SC,29406-5407,US,US/Eastern,KCHS,2022-04-22T17:56:00Z,74,74,52,30.28,10,SE,12,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3173358,Source2,2,2017-11-08T09:54:10Z,2017-11-08T10:23:59Z,36.131378,-79.797791,,,0,Accident on Pisgah Church Rd both ways at Elm St.,N Elm St,Greensboro,Guilford,NC,27405-3108,US,US/Eastern,KGSO,2017-11-08T09:54:00Z,43,35.4,97,30.18,10,NE,16.1,0,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-4497761,Source1,2,2022-05-16T08:40:30Z,2022-05-16T11:36:30Z,34.164875,-118.469703,34.087543,-118.475312,5.353,Slow traffic on San Diego Fwy S - I-405 S from Burbank Blvd (I-405) to Moraga Dr (I-405) due to accident.,I-405 S,Van Nuys,Los Angeles,CA,91411,US,US/Pacific,KVNY,2022-05-16T08:51:00Z,66,66,63,29.09,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-76668,Source2,3,2016-09-13T04:17:34Z,2016-09-13T05:02:34Z,34.064995,-118.000229,,,0,Lane blocked due to accident on I-605 Northbound at Exit 22 I-10.,I-605 S,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2016-09-13T07:52:00Z,66.2,,64,29.97,10,ESE,3.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1158450,Source2,3,2021-02-11T16:04:46Z,2021-02-11T16:34:16Z,34.081898,-117.299026,,,0,#1 lane blocked due to accident on I-215 Southbound before Inland Center Dr.,I-215 S,San Bernardino,San Bernardino,CA,92408,US,US/Pacific,KSBD,2021-02-11T16:51:00Z,68,68,40,28.74,6,WSW,13,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6974723,Source1,2,2020-12-26T03:35:13Z,2020-12-26T04:35:13Z,45.803332,-119.439547,45.803987,-119.443359,0.189,An unconfirmed report of a crash has been received. Use caution.,I-84 W,Irrigon,Morrow,OR,97844,US,US/Pacific,KHRI,2020-12-26T03:53:00Z,32,32,92,29.18,5,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5724265,Source1,2,2021-12-18T15:10:00Z,2021-12-18T17:35:45Z,34.428512,-118.586249,34.426838,-118.585367,0.126,Accident on Rye Canyon Rd (I-5) from Magic Mountain Pkwy (I-5) to Golden State Fwy S - I-5 S.,Golden State Fwy S,Valencia,Los Angeles,CA,91355,US,US/Pacific,K3A6,2021-12-18T14:51:00Z,67,67,15,29.23,10,N,15,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4730083,Source1,2,2022-12-10T13:28:30Z,2022-12-10T16:06:30Z,33.875311,-118.193275,33.87646,-118.157857,2.033,Slow traffic on Artesia Fwy E - CA-91 E from Long Beach Blvd (CA-91) to Paramount Blvd (CA-91) due to accident.,Artesia Fwy E,Long Beach,Los Angeles,CA,90805,US,US/Pacific,KLGB,2022-12-10T13:53:00Z,63,63,65,30.02,10,S,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6611716,Source1,2,2020-12-02T17:38:00Z,2020-12-02T18:53:41Z,30.16763,-81.540023,30.1664,-81.550123,0.609,Incident on I-295 SB near PHILIPS HWY Drive with caution.,E Beltway S,Jacksonville,Duval,FL,32256,US,US/Eastern,KNIP,2020-12-02T17:53:00Z,49,47,48,30.27,10,ENE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-5212822,Source1,2,2022-06-23T15:25:22Z,2022-06-23T16:44:57Z,30.00894,-90.024339,30.009045,-90.023887,0.028,Incident on CHEF MENTEUR HWY near JOURDAN RD Expect delays.,Chef Menteur Hwy,New Orleans,Orleans,LA,70126,US,US/Central,KNEW,2022-06-23T15:53:00Z,94,94,56,29.88,10,W,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3717120,Source1,2,2022-11-17T21:08:00Z,2022-11-17T22:50:07Z,42.912526,-85.575084,42.912536,-85.573228,0.094,Incident on 28TH ST near LAKE EASTBROOK BLVD Drive with caution.,Lake Eastbrook Blvd SE,Grand Rapids,Kent,MI,49512,US,US/Eastern,KGRR,2022-11-17T21:10:00Z,29,19,89,29,5,WSW,13,0,Light Snow,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-6945144,Source1,2,2020-12-31T17:58:00Z,2020-12-31T19:17:13Z,30.348931,-97.555937,30.356807,-97.553024,0.571,Incident on LEXINGTON ST near N LEXINGTON ST Drive with caution.,Lexington St,Manor,Travis,TX,78653,US,US/Central,KEDC,2020-12-31T17:55:00Z,39,31,93,29.05,10,W,14,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-5200531,Source1,2,2022-09-29T22:22:00Z,2022-09-29T23:37:36Z,30.141339,-85.753054,30.140979,-85.752595,0.037,Incident on THOMAS DR near BENBOW ST Drive with caution.,Huff St,Panama City,Bay,FL,32408-6942,US,US/Central,KPAM,2022-09-29T21:55:00Z,66,66,56,29.92,10,NNE,14,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-7097494,Source1,3,2020-06-18T16:59:40Z,2020-06-18T17:14:40Z,32.90894,-96.89251,32.90894,-96.89251,0,At I-35E/Exit 27 - Accident.,Denton Dr,Dallas,Dallas,TX,75234,US,US/Central,KADS,2020-06-18T16:47:00Z,93,93,32,29.22,10,S,16,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4011789,Source1,2,2022-10-17T08:56:33Z,2022-10-17T10:26:49Z,40.750478,-73.89712,40.751009,-73.897222,0.037,Incident on I-278 near I-278 Expect long delays.,Brooklyn Queens Expy,Woodside,Queens,NY,11377,US,US/Eastern,KLGA,2022-10-17T08:51:00Z,60,60,83,29.71,9,SSE,9,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2328590,Source2,2,2019-01-10T16:13:15Z,2019-01-10T16:43:06Z,35.223694,-80.853867,,,0,Accident on Mint St at US-29 Morehead St.,W Morehead St,Charlotte,Mecklenburg,NC,28202-1524,US,US/Eastern,KCLT,2019-01-10T15:52:00Z,45,40.6,33,30.15,10,West,8.1,,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-445520,Source2,2,2017-05-09T12:19:29Z,2017-05-09T13:49:15Z,43.019512,-83.555817,,,0,Accident on Court St at Irish Rd.,E Court St,Davison,Genesee,MI,48423,US,US/Eastern,KFNT,2017-05-09T11:53:00Z,54,,31,30.02,10,ENE,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3455999,Source1,4,2017-01-03T19:22:34Z,2017-01-04T01:22:34Z,44.682093,-70.157081,44.679736,-70.156849,0.163,Closed at Box Shop Hl - Road closed due to accident.,Fairbanks Rd,Farmington,Franklin,ME,04938-5723,US,US/Eastern,KWVL,2017-01-03T18:56:00Z,30,21.1,92,30.05,9,NNE,10.4,0,Light Snow,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1550679,Source2,2,2020-04-09T10:48:22Z,2020-04-09T11:47:57Z,36.121712,-86.860893,,,0,Accident on Fransworth Dr near Hill Place Dr.,Fransworth Dr,Nashville,Davidson,TN,37205-2700,US,US/Central,KBNA,2020-04-09T10:53:00Z,61,61,30,29.31,10,N,15,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4483833,Source1,2,2022-06-25T08:54:00Z,2022-06-25T10:16:17Z,39.94063497,-75.35901189,39.98266497,-75.33821189,3.106,Incident on I-476 NB near MP 8 Drive with caution.,I-476,Springfield,Delaware,PA,19064,US,US/Eastern,KPHL,2022-06-25T08:54:00Z,76,76,74,30.13,10,SSW,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-669721,Source2,2,2022-03-21T08:45:29Z,2022-03-21T09:15:16Z,36.547119,-119.628754,,,0,Crash on CA-43 Highland Ave at CR-J40 Mountain View Ave.,S Highland Ave,Selma,Fresno,CA,93662-9428,US,US/Pacific,KFAT,2022-03-21T08:53:00Z,52,52,74,29.87,10,W,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-5716565,Source1,2,2021-08-18T18:03:19Z,2021-08-18T19:17:54Z,25.643249,-80.334505,25.636326,-80.337722,0.519,Stationary traffic on US-1 S - FL-5 from Howard Dr/136th St (US-1) to Mitchell Dr/144th St (US-1) due to accident.,S Dixie Hwy,Miami,Miami-Dade,FL,33176,US,US/Eastern,KTMB,2021-08-18T17:53:00Z,90,90,61,30.07,10,E,15,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5807769,Source1,2,2021-11-12T16:39:00Z,2021-11-12T17:58:12Z,38.217804,-122.257363,38.214297,-122.256782,0.244,Incident on CA-29 near HOUSE 677 Drive with caution.,Napa Vallejo Hwy,Napa,Napa,CA,94558,US,US/Pacific,KAPC,2021-11-12T16:54:00Z,62,62,80,30.15,8,E,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5845497,Source1,2,2021-03-12T12:50:15Z,2021-03-12T15:55:19Z,34.218434,-80.98508,34.153636,-80.964809,4.625,Stationary traffic on I-77 S from SC-34/Exit 34 (I-77) to Killian Rd/Exit 22 (I-77) due to accident.,I-77 S,Blythewood,Richland,SC,29016,US,US/Eastern,KFDW,2021-03-12T12:55:00Z,77,77,39,29.68,10,W,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4841531,Source1,2,2022-11-12T19:46:00Z,2022-11-12T21:16:54Z,28.56404,-81.35951,28.565598,-81.359533,0.108,Incident on ALTALOMA AVE near NEBRASKA ST Drive with caution.,Altaloma Ave,Orlando,Orange,FL,32803-2002,US,US/Eastern,KORL,2022-11-12T19:53:00Z,73,73,71,29.87,10,WNW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-7523218,Source1,2,2018-10-22T17:36:46Z,2018-10-22T18:06:03Z,38.23312,-85.62731,38.24325,-85.62145,0.769,At I-64/Exit 19 - Accident. Left lane blocked.,Browns Ln,Louisville,Jefferson,KY,40220,US,US/Eastern,KLOU,2018-10-22T17:53:00Z,64.9,,31,30.14,10,SSW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2032080,Source2,3,2019-06-04T08:34:34Z,2019-06-04T10:03:36Z,39.681156,-84.230476,,,0,Left lane closed due to accident on I-75 Southbound at Dixie Dr.,E Dixie Dr,Dayton,Montgomery,OH,45449,US,US/Eastern,KMGY,2019-06-04T08:53:00Z,63,63,70,29.11,10,S,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2938321,Source2,3,2018-03-12T17:48:58Z,2018-03-12T18:32:45Z,40.771435,-73.833427,,,0,Deceleration lane blocked due to accident on I-678 Whitestone Expy Northbound at Linden Place.,Linden Pl,Flushing,Queens,NY,11354,US,US/Eastern,KLGA,2018-03-12T17:51:00Z,41,33.5,73,29.85,10,NE,13.8,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1553521,Source2,2,2020-04-13T16:46:06Z,2020-04-13T18:16:35Z,35.157421,-81.479774,,,0,Accident on I-85 Southbound at SC-99.,Tribal Rd,Blacksburg,Cherokee,SC,29702,US,US/Eastern,KEHO,2020-04-13T16:55:00Z,76,76,43,28.93,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2289533,Source2,3,2019-02-16T04:04:28Z,2019-02-16T04:33:58Z,42.797802,-73.931854,,,0,One lane blocked due to accident on I-890 Westbound at Exit 6 Brandywine Ave.,I-890 E,Schenectady,Schenectady,NY,12303,US,US/Eastern,KALB,2019-02-16T03:51:00Z,30.9,25.2,57,29.81,10,NW,5.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-610438,Source2,2,2022-05-26T08:33:09Z,2022-05-26T09:33:47Z,34.072643,-80.980095,,,0,Crash on I-20 Westbound at Exit 72 SC-555 Farrow Rd.,I-20 E,Columbia,Richland,SC,29203,US,US/Eastern,KCUB,2022-05-26T08:53:00Z,73,73,84,30,8,VAR,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
